filename,dc.creator,dc.title,dc.relation.ispartof,dc.publisher,dc.date.issued,dc.description.tableofcontents,dc.subject,dc.subject.lcsh,dc.subject.nalt,dc.description,dc.language,dc.type,dc.format,dc.coverage.spatial,dc.audience
L2004,"Cole, Charles L.",Insects and Related Pests of African Violets.,Leaflet / Texas Agricultural Extension Service; no. 2004.,Texas Agricultural Extension Service,1982,,,,insect control|| Viola odorata|| pest control|| pesticides||,4 pg,,article,,Texas,
L2005,Anonymous,Depreciation Schedule.,Leaflet / Texas Agricultural Extension Service; no. 2005.,Texas Agricultural Extension Service,1992,,,,farm records|| bookkeeping||,2 pg,,article,,Texas,
L2006,Anonymous,Balance Sheet.,Leaflet / Texas Agricultural Extension Service; no. 2006.,Texas Agricultural Extension Service,1992,,,,farm records|| bookkeeping||,2 pg,,article,,Texas,
L2007,Anonymous,Income Statement.,Leaflet / Texas Agricultural Extension Service; no. 2007.,Texas Agricultural Extension Service,1992,,,,farm records|| bookkeeping||,2 pg,,article,,Texas,
L2008,Anonymous,Enterprise Analysis.,Leaflet / Texas Agricultural Extension Service; no. 2008.,Texas Agricultural Extension Service,1992,,,,farm records|| bookkeeping||,2 pg,,article,,Texas,
L2009,Anonymous,Vandalism:  How to Protect Your Home and Property From Vandals.,Leaflet / Texas Agricultural Extension Service; no. 2009.,Texas Agricultural Extension Service,1982,,vandalism||,,crime prevention|| ,6 pg,,article,,Texas,
L2010,Anonymous,Neighborhood/Community Watch Map.,Leaflet / Texas Agricultural Extension Service; no. 2010.,Texas Agricultural Extension Service,1982,,community watch||,,crime prevention||,2 pg,,article,,Texas,
L2012,Anonymous,Home Security Survey.,Leaflet / Texas Agricultural Extension Service; no. 2012.,Texas Agricultural Extension Service,1982,,,,crime prevention|| surveys||,2 pg,,article,,Texas,
L2013,"Gray, Carl",Sulfur Fertilization in Texas.,Leaflet / Texas Agricultural Extension Service; no. 2013.,Texas Agricultural Extension Service,1982,,,,sulfur fertilizers|| fertilizer application||,4 pg,,article,,Texas,
L2014,Anonymous,Introducing…The Texas Assessment Modeling System.,Leaflet / Texas Agricultural Extension Service; no. 2014.,Texas Agricultural Extension Service,1982,,,,lignite|| models|| data analysis||,4 pg,,article,,Texas,
L2015,"Chandler, James W.",Thinning Pine Plantations.,Leaflet / Texas Agricultural Extension Service; no. 2015.,Texas Agricultural Extension Service,1982,,,,forest thinning|| coniferous forests|| ,4 pg,,article,,Texas,
L2018,Anonymous,Manpower Programs in Extension.,Leaflet / Texas Agricultural Extension Service; no. 2018.,Texas Agricultural Extension Service,1982,,,,extension programs|| community development|| human resources management||,6 pg,,article,,Texas,
L2019,Anonymous,Preserving Food at Home.,Leaflet / Texas Agricultural Extension Service; no. 2019.,Texas Agricultural Extension Service,1983,,,,home food preservation|| canning||,2 pg,,article,,Texas,
L2020,Anonymous,Preserving Food at Home.,Leaflet / Texas Agricultural Extension Service; no. 2020.,Texas Agricultural Extension Service,1982,,,,home food preservation|| canning||,2 pg,,article,,Texas,
L2021,Anonymous,Preserving Food at Home:  Canning.,Leaflet / Texas Agricultural Extension Service; no. 2021.,Texas Agricultural Extension Service,1982,,,,home food preservation|| canning||,2 pg,,article,,Texas,
L2022,Anonymous,Preserving Food at Home.,Leaflet / Texas Agricultural Extension Service; no. 2022.,Texas Agricultural Extension Service,1982,,,,home food preservation|| canning|| food preservation||,1 pg,,article,,Texas,
L2023,Anonymous,Food Preservation Record.,Leaflet / Texas Agricultural Extension Service; no. 2023.,Texas Agricultural Extension Service,1982,,records||,,food preservation||,2 pg,,article,,Texas,
L2024,Anonymous,Preserving Food at Home:  Freezing.,Leaflet / Texas Agricultural Extension Service; no. 2024.,Texas Agricultural Extension Service,1982,,,,home food preservation|| freezing||,2 pg,,article,,Texas,
L2025,Anonymous,Preserving Food at Home:  Pickling.,Leaflet / Texas Agricultural Extension Service; no. 2025.,Texas Agricultural Extension Service,1982,,,,home food preservation|| pickling||,2 pg,,article,,Texas,
L2026,Anonymous,Preserving Food at Home:  Jams and Jellies.,Leaflet / Texas Agricultural Extension Service; no. 2026.,Texas Agricultural Extension Service,1982,,,,home food preservation|| jams|| jellies||,2 pg,,article,,Texas,
L2027,Anonymous,Preserving Food at Home:  Drying.,Leaflet / Texas Agricultural Extension Service; no. 2027.,Texas Agricultural Extension Service,1982,,,,home food preservation|| drying||,2 pg,,article,,Texas,
L2028,"Watt, Carson E.|| Bonn, Mark A.|| Quintana, Danny",Buying Power and Buying Characteristics of Local Park and Recreation Departments in Texas.,Leaflet / Texas Agricultural Extension Service; no. 2028.,Texas Agricultural Extension Service,1982,,,,outdoor recreation|| recreation areas|| purchasing|| ,4 pg,,article,,Texas,
L2030,Anonymous,Stress on the Farm:  Skills for Stress Management.,Leaflet / Texas Agricultural Extension Service; no. 2030.,Texas Agricultural Extension Service,1982,,,,stress management|| ,4 pg,,article,,Texas,
L2031,Anonymous,Stress on the Farm:  Team of Experts.,Leaflet / Texas Agricultural Extension Service; no. 2031.,Texas Agricultural Extension Service,1982,,,,stress management|| ,4 pg,,article,,Texas,
L2032,Anonymous,Stress on the Farm:  Farming and Fatigue.,Leaflet / Texas Agricultural Extension Service; no. 2032.,Texas Agricultural Extension Service,1982,,,,stress management|| muscle fatigue||,4 pg,,article,,Texas,
L2033,Anonymous,Stress on the Farm:  Exercise for the Health of It.,Leaflet / Texas Agricultural Extension Service; no. 2033.,Texas Agricultural Extension Service,1982,,,,stress management|| exercise|| ,4 pg,,article,,Texas,
L2035,"Welch, C. D.",Energy Efficient Fertilization Practices.,Leaflet / Texas Agricultural Extension Service; no. 2035.,Texas Agricultural Extension Service,1982,,,,fertilizer application|| energy efficiency|| ,4 pg,,article,,Texas,
L2036,"Young, Sue",Analyzing Your Housing Costs.,Leaflet / Texas Agricultural Extension Service; no. 2036.,Texas Agricultural Extension Service,1982,,,,housing|| cost analysis|| family resource management||,6 pg,,article,,Texas,
L2038,"Jones, Tom M.",Rating Guide for Citrus Groves.,Leaflet / Texas Agricultural Extension Service; no. 2038.,Texas Agricultural Extension Service,1982,,,,fruit growing|| grades|| rating scales||,4 pg,,article,,Texas,
L2039,"Shirer, Mary Ann",Poison Perils Checklist.,Leaflet / Texas Agricultural Extension Service; no. 2039.,Texas Agricultural Extension Service,1982,,,,poisoning|| human health and safety||,1 pg,,article,,Texas,
L2040,"Robinson, James V.|| Hamman, Philip J.",Clover Mites.,Leaflet / Texas Agricultural Extension Service; no. 2040.,Texas Agricultural Extension Service,1982,,,,Bryobia praetiosa|| mites|| pest control||,2 pg,,article,,Texas,
L2042,"Howard, Jimmy L.",Vaccination:  A Major Goal of the Texas Brucellosis Plan.,Leaflet / Texas Agricultural Extension Service; no. 2042.,Texas Agricultural Extension Service,1982,,,,bovine brucellosis|| vaccination||,4 pg,,article,,Texas,
L2043,"Armstrong, James M.|| Howard, Jimmy L.",What You Should Know About Brucellosis.,Leaflet / Texas Agricultural Extension Service; no. 2043.,Texas Agricultural Extension Service,1982,,,,bovine brucellosis|| signs and symptoms (animals and humans)|| vaccination||,6 pg,,article,,Texas,
L2045,Anonymous,Safety Rules and Recovery Procedures After a Natural Disaster.,Leaflet / Texas Agricultural Extension Service; no. 2045.,Texas Agricultural Extension Service,1982,,,,human health and safety|| guidelines|| disaster preparedness|| disaster recovery||,2 pg,,article,,Texas,
L2047,"Grubaugh, Elston K.|| Valco, Thomas D.",Gear Selection and Engine Speed.,Leaflet / Texas Agricultural Extension Service; no. 2047.,Texas Agricultural Extension Service,1982,,,,tractors|| agricultural machine and equipment|| engine parts||,2 pg,,article,,Texas,
L2048,"Grubaugh, Elston K.|| Valco, Thomas D.",Choosing Equipment for Efficient Energy Use.,Leaflet / Texas Agricultural Extension Service; no. 2048.,Texas Agricultural Extension Service,1982,,,,tractors|| agricultural machine and equipment|| engine parts|| energy efficiency||,4 pg,,article,,Texas,
L2049,"Grubaugh, Elston K.|| Valco, Thomas D.",Radial Tractor Tires.,Leaflet / Texas Agricultural Extension Service; no. 2049.,Texas Agricultural Extension Service,1982,,,,tractors|| agricultural machine and equipment|| tires||,2 pg,,article,,Texas,
L2050,"Grubaugh, Elston K.|| Valco, Thomas D.",Controlling Tractor Wheel Slip for Efficient Operation.,Leaflet / Texas Agricultural Extension Service; no. 2050.,Texas Agricultural Extension Service,1982,,,,tractors|| agricultural machine and equipment|| equipment performance||,4 pg,,article,,Texas,
L2051,"Grubaugh, Elston K.|| Valco, Thomas D.",On-Farm Fuel Storage.,Leaflet / Texas Agricultural Extension Service; no. 2051.,Texas Agricultural Extension Service,1982,,,,storage|| gasoline|| fuels||,2 pg,,article,,Texas,
L2053,"Schwart, Jr., Robert B.",Federal Milk Marketing Orders.,Leaflet / Texas Agricultural Extension Service; no. 2053.,Texas Agricultural Extension Service,1982,,,,milk marketing orders|| objectives|| market regulations|| milk,4 pg,,article,,Texas,
L2053,"Schwart, Jr., Robert B.",Federal Milk Marketing Orders.,Leaflet / Texas Agricultural Extension Service; no. 2053.,Texas Agricultural Extension Service,1987,,,,milk marketing orders|| objectives|| market regulations|| milk,4 pg,,article,,Texas,
L2054,"Fisher, Dennis U.",Daily Time Log.,Leaflet / Texas Agricultural Extension Service; no. 2054.,Texas Agricultural Extension Service,1982,,,,time management|| ,2 pg,,article,,Texas,
L2056,"Walla, Walter J.|| Janne, Everett",Controlling Cotton Root Rot on Ornamental Plants.,Leaflet / Texas Agricultural Extension Service; no. 2056.,Texas Agricultural Extension Service,1982,,,,root rot|| disease control|| signs and symptoms (plants)|| ornamental plants|| ,4 pg,,article,,Texas,
L2062,"Stewart, J. W.|| Robinson, James",Methyl Bromide Fumigation for controlling the Texas Leafcutting Ant.,Leaflet / Texas Agricultural Extension Service; no. 2062.,Texas Agricultural Extension Service,1984,,,,methyl bromide|| fumigation|| pest control|| Atta texana|| ,4 pg,,article,,Texas,
L2063,"Fisher, Dennis U.|| Meier, Harvey A.",How to Prepare a Loan Proposal.,Leaflet / Texas Agricultural Extension Service; no. 2063.,Texas Agricultural Extension Service,1983,,,,loans|| proposal writing|| ,2 pg,,article,,Texas,
L2063,"Fisher, Dennis U.|| Meier, Harvey A.|| Hees, Dana R.",How to Secure and Maintain a Business Loan.,Leaflet / Texas Agricultural Extension Service; no. 2063.,Texas Agricultural Extension Service,1990,,,,loans|| proposal writing|| ,8 pg,,article,,Texas,
L2064,"Howard, Jimmy L.|| Armstrong, James M.",Brucellosis.,Leaflet / Texas Agricultural Extension Service; no. 2064.,Texas Agricultural Extension Service,1983,,,,brucellosis|| diseases and disorders (animals and humans)|| disease control|| ,6 pg,,article,,Texas,
L2064,"Faries, F. C.",Brucellosis.,Leaflet / Texas Agricultural Extension Service; no. 2064.,Texas Agricultural Extension Service,1990,,,,brucellosis|| diseases and disorders (animals and humans)|| disease control|| ,4 pg,,article,,Texas,
L2071,"Stegelin, Dolores",Parents Talk to Their Children About Sexuality.,Leaflet / Texas Agricultural Extension Service; no. 2071.,Texas Agricultural Extension Service,1983,,,,parenting|| sexual behavior|| education||,2 pg,,article,,Texas,
L2072,"Stegelin, Dolores",Parents Talk to Their Young Child About Sexuality.,Leaflet / Texas Agricultural Extension Service; no. 2072.,Texas Agricultural Extension Service,1983,,,,parenting|| sexual behavior|| education||,2 pg,,article,,Texas,
L2073,"Stegelin, Dolores",Parents Talk to Their Pre-Adolescent Children about Sexuality.,Leaflet / Texas Agricultural Extension Service; no. 2073.,Texas Agricultural Extension Service,1983,,,,parenting|| sexual behavior|| education||,2 pg,,article,,Texas,
L2074,"Stegelin, Dolores",Parents Talk to Their Teenager about Sexuality.,Leaflet / Texas Agricultural Extension Service; no. 2074.,Texas Agricultural Extension Service,1984,,,,parenting|| sexual behavior|| education||,2 pg,,article,,Texas,
L2075,"Cohen, Robert S.|| Tanksley, Jr., T. D.",Cooling the Swine Herd With a Thermostat-Timer Controlled Sprinkling System.,Leaflet / Texas Agricultural Extension Service; no. 2075.,Texas Agricultural Extension Service,1983,,,,cooling systems|| swine|| ,2 pg,,article,,Texas,
L2076,"Richardson, Burl|| Marshall, Mary G.",Catch the Extension Spirit.,Leaflet / Texas Agricultural Extension Service; no. 2076.,Texas Agricultural Extension Service,1983,,,,extension programs|| extension education||,6 pg,,article,,Texas,
L2076,"Richardson, Burl|| Marshall, Mary G.",The Extension Spirit…Helping Put Knowledge to Work for Texans.,Leaflet / Texas Agricultural Extension Service; no. 2076.,Texas Agricultural Extension Service,1989,,,,extension programs|| extension education||,6 pg,,article,,Texas,
L2077,"Metzer, Robert B.|| Supak, James",Cotton Harvest-Aid Chemicals.,Leaflet / Texas Agricultural Extension Service; no. 2077.,Texas Agricultural Extension Service,1983,,,,cotton|| harvesting|| chemical control||,9 pg,,article,,Texas,
L2078,"Metzer, Robert B.|| Supak, James R.|| Childers, Roy E.",Keys to High Quality Lint and Seed with a Cotton Module Builder.,Leaflet / Texas Agricultural Extension Service; no. 2078.,Texas Agricultural Extension Service,1983,,cotton module builder||,,cotton|| lint cotton|| seed quality|| ,4 pg,,article,,Texas,
L2079,"Stayton, Charles L.|| Chandler, James W.",Profits from Timber Production.,Leaflet / Texas Agricultural Extension Service; no. 2079.,Texas Agricultural Extension Service,1983,,,,timber production|| marketing|| profits and margins||,6 pg,,article,,Texas,
L2080,"Rothe, Joe M.|| Gilmartin, John A.",State Courts of Texas.,Leaflet / Texas Agricultural Extension Service; no. 2080.,Texas Agricultural Extension Service,1983,,,,courts|| administration of justice||,4 pg,,article,,Texas,
L2080,"Rothe, Joe M.|| Gilmartin, John A.",State Courts of Texas.,Leaflet / Texas Agricultural Extension Service; no. 2080.,Texas Agricultural Extension Service,1989,,,,courts|| administration of justice||,4 pg,,article,,Texas,
L2082,"Janne, E. E.|| Roberts, R. E.",Timely Tips on Starting Seedlings at Home.,Leaflet / Texas Agricultural Extension Service; no. 2082.,Texas Agricultural Extension Service,1983,,,,seedling production|| ,4 pg,,article,,Texas,
L2083,"Steinbach, Donny W.|| Noble, Richard",Largemouth Bass.,Leaflet / Texas Agricultural Extension Service; no. 2083.,Texas Agricultural Extension Service,1983,,,,bass|| aquaculture||,2 pg,,article,,Texas,
L2084,"Higgenbotham, Billy|| Steinbach, Donny W.",Renovation of Farm Ponds.,Leaflet / Texas Agricultural Extension Service; no. 2084.,Texas Agricultural Extension Service,1984,,,,farm ponds|| ponding (water management)||,2 pg,,article,,Texas,
L2085,"Higgenbotham, Billy",Threadfin Shad Management and Culture.,Leaflet / Texas Agricultural Extension Service; no. 2085.,Texas Agricultural Extension Service,1983,,,,shad|| aquaculture|| ,2 pg,,article,,Texas,
L2086,"Carlile, B. L.|| Harris, B. L.",Water Conservation in the Home for Improved Septic Tank System Performance and Water Savings.,Leaflet / Texas Agricultural Extension Service; no. 2086.,Texas Agricultural Extension Service,1983,,,,water conservation|| energy efficiency|| home maintenance|| water management||,4 pg,,article,,Texas,
L2087,"Shirer, Mary Ann|| Price, Jack",Texas Poison Control Centers.,Leaflet / Texas Agricultural Extension Service; no. 2087.,Texas Agricultural Extension Service,1983,,,,poisoning|| human health and safety||,4 pg,,article,,Texas,
L2089,"Hamman, Philip J.",Fly Control Around the House.,Leaflet / Texas Agricultural Extension Service; no. 2089.,Texas Agricultural Extension Service,1983,,,,Diptera|| pest control|| insect control||,4 pg,,article,,Texas,
L2091,"Hartz, Tim|| Longbrake, Tom",Keys to Profitable Broccoli Production.,Leaflet / Texas Agricultural Extension Service; no. 2091.,Texas Agricultural Extension Service,1983,,,,broccoli|| crop production|| fertilizer application|| harvesting|| control methods||,4 pg,,article,,Texas,
L2092,Anonymous,Food Facts and Fallacies.,Leaflet / Texas Agricultural Extension Service; no. 2092.,Texas Agricultural Extension Service,1983,,,,health information|| nutrition information|| foods|| food groups||,4 pg,,article,,Texas,
